name,CAT,NOTA,TE,TG,TR,UP,USE,name_stemmed
FIXAÇÃO DE PENA,['DPE DIREITO PENAL'],"

NOTA
Usar na indexação quando não for especificar o tipo de pena.
",,,"['APLICAÇÃO DA PENA', 'CIRCUNSTÂNCIA AGRAVANTE', 'CIRCUNSTÂNCIA ATENUANTE', 'CIRCUNSTÂNCIA ELEMENTAR', 'CIRCUNSTÂNCIA JUDICIAL', 'CIRCUNSTÂNCIA PESSOAL DESFAVORÁVEL', 'CIRCUNSTÂNCIA PESSOAL FAVORÁVEL', 'DOSIMETRIA DA PENA', 'GRAU DE CULPA', 'MÍNIMO LEGAL', 'PENA', 'SENTENÇA PENAL CONDENATÓRIA', 'VIDA PREGRESSA']",FIXAÇÃO DA PENA,,fix de pen
FLAGRANTE ESPERADO,['DPE DIREITO PENAL'],"

NOTA
Hipótese em que a atividade policial é apenas de alerta, sem instigar o mecanismo causal da infração, e que procura colher a pessoa ao executar a infração (...), quer porque recebeu informações a respeito do provável cometimento do crime, quer porque exercia vigilância sobre o delinqüente."" (Processo Penal, Julio Fabbrini Mirabete, Editora Atlas, 5ª edição, 1996, páginas 371/373)
",,FLAGRANTE DELITO,['FLAGRANTE PREPARADO'],,,flagr esper
FLAGRANTE FORJADO,['DPE DIREITO PENAL'],"

NOTA
Hipótese em que policiais ou particulares 'criam' provas de um crime inexistente.
",,FLAGRANTE DELITO,['FLAGRANTE PREPARADO'],,,flagr forj
FLAGRANTE POLICIAL,['DPE DIREITO PENAL'],,,FLAGRANTE DELITO,"['FLAGRANTE PREPARADO', 'MONITORAMENTO DA AÇÃO', 'PRISÃO EM FLAGRANTE']",,,flagr polic
FLAGRANTE PREPARADO,['DPE DIREITO PENAL'],"

NOTA
Hipótese em que o agente é induzido à prática de um crime pela 'pseudo vítima', por terceiro ou pela polícia, no caso chamado de agente provocador.
",,FLAGRANTE DELITO,"['FLAGRANTE ESPERADO', 'FLAGRANTE FORJADO', 'FLAGRANTE POLICIAL']",,,flagr prepar
FORMAÇÃO DE QUADRILHA,['DPE DIREITO PENAL'],,,,"['ASSOCIAÇÃO CRIMINOSA', 'ASSOCIAÇÃO PARA O TRÁFICO', 'CHEFE DE QUADRILHA', 'CRIME PLURISSUBJETIVO', 'ESTELIONATO', 'FALSIFICAÇÃO', 'FRAUDE BANCÁRIA', 'FURTO QUALIFICADO', 'QUADRILHA ARMADA']",,,form de quadrilh
FORO ESPECIAL,"['DIN DIREITO INTERNACIONAL', 'DPC DIREITO PROCESSUAL CIVIL', 'DPE DIREITO PENAL', 'DPP DIREITO PROCESSUAL PENAL']","

NOTA
Termo utilizado para designar as hipóteses abarcadas pelo art. 53 do CPC/2015.
",,FORO,,,,for espec
FORO POR PRERROGATIVA DE FUNÇÃO,"['DIN DIREITO INTERNACIONAL', 'DPC DIREITO PROCESSUAL CIVIL', 'DPE DIREITO PENAL']","

NOTA
É aquele ao qual se atribui a competência para processar e julgar determinadas pessoas, em razão da função pública que exercem.
",,,['IMUNIDADE PARLAMENTAR'],COMPETÊNCIA ESPECIAL POR PRERROGATIVA DE FUNÇÃO,,for por prerrog de func
FRAUDE,"['DIC DIREITO CIVIL', 'DPE DIREITO PENAL']","

NOTA
Qualquer ato ardiloso, enganoso, de má-fé, com o intuito de lesar ou ludibriar outrem, ou de não cumprir determinado dever.
",CONLUIO,CRIME CONTRA AS RELAÇÕES DE CONSUMO,"['ADULTERAÇÃO DE MEDIDOR', 'DEFRAUDAÇÃO DE PENHOR', 'DESCONSIDERAÇÃO DA PERSONALIDADE JURÍDICA', 'GESTÃO FRAUDULENTA', 'LEI DE FALÊNCIAS', 'OCULTAÇÃO OU DESVIO DE BENS DA MASSA']",ATO FRAUDULENTO,,fraud
FRAUDE À EXECUÇÃO,['DPC DIREITO PROCESSUAL CIVIL'],,,FRAUDE,['EXECUÇÃO JUDICIAL'],,,fraud a execuc
FRAUDE ADUANEIRA,['DTR DIREITO TRIBUTÁRIO'],,,FRAUDE,"['AUTUAÇÃO FISCAL', 'CRIME DE SONEGAÇÃO FISCAL', 'DESCAMINHO', 'FISCALIZAÇÃO ADUANEIRA']",,,fraud aduan
FRAUDE BANCÁRIA,['DPE DIREITO PENAL'],,,FRAUDE,"['CONTA BANCÁRIA', 'FORMAÇÃO DE QUADRILHA']",,,fraud bancar
FRAUDE CAMBIAL,['DTR DIREITO TRIBUTÁRIO'],,,FRAUDE,['IMPORTAÇÃO ILEGAL'],,,fraud camb
FRAUDE CIVIL,['DIC DIREITO CIVIL'],,,FRAUDE,['FRAUDE PENAL'],,,fraud civil
FRAUDE COMERCIAL,['DIC DIREITO CIVIL'],,,FRAUDE,"['EMBALAGEM', 'VENDA FRAUDULENTA']",,,fraud comerc
FRAUDE PENAL,['DPE DIREITO PENAL'],,,FRAUDE,['FRAUDE CIVIL'],,,fraud penal
FRAUDE PROCESSUAL,['DPE DIREITO PENAL'],,,CRIME CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,,,,fraud process
FREQUÊNCIA A CURSO,"['DPE DIREITO PENAL', 'DPP DIREITO PROCESSUAL PENAL']","

NOTA
Utilizar no sentido estabelecido pelo Art. 122 da Lei de Execução Penal (Lei 7.210/1984): ""Art. 122. Os condenados que cumprem pena em regime semi-aberto poderão obter autorização para saída temporária do estabelecimento, sem vigilância direta, nos seguintes casos: (...) II - freqüência a curso supletivo profissionalizante, bem como de instrução do 2º grau ou superior, na Comarca do Juízo da Execução
",,,"['PRESO', 'REGIME SEMIABERTO', 'SAÍDA TEMPORÁRIA']",,,frequ a curs
FRUSTRAÇÃO DE DIREITO ASSEGURADO POR LEI TRABALHISTA,['DPE DIREITO PENAL'],"

NOTA
Código Penal, artigo 203.
Frustração de direito assegurado por lei trabalhista              Art. 203 - Frustrar, mediante fraude ou violência, direito assegurado pela legislação do trabalho:
Pena - detenção de um ano a dois anos, e multa, além da pena correspondente à violência.
",,,,,,frustr de direit assegur por lei trabalh
FUGA,['DPE DIREITO PENAL'],,,FALTA GRAVE (DIREITO PROCESSUAL PENAL),"['DISTRITO DA CULPA', 'PERSEGUIÇÃO', 'PERSEGUIÇÃO POLÍTICA', 'PRESO FORAGIDO', 'RÉU FORAGIDO']",,,fug
FURTO,['DPE DIREITO PENAL'],,FURTO ATENUADO,CRIME CONTRA O PATRIMÔNIO,"['ABORDAGEM EM ESTABELECIMENTO COMERCIAL', 'ADULTERAÇÃO DE MEDIDOR', 'APROPRIAÇÃO INDÉBITA', 'CHAVE', 'COISA FURTADA', 'REPOUSO NOTURNO', 'ROUBO']",,,furt
FURTO ATENUADO,"['DMI DIREITO MILITAR', 'DPE DIREITO PENAL']","

NOTA
Furto atenuado 
        § 1º Se o agente é primário e é de pequeno valor a coisa furtada, o juiz pode substituir a pena de reclusão pela de detenção, diminuí-la de um a dois terços, ou considerar a infração como disciplinar. Entende-se pequeno o valor que não exceda a um décimo da quantia mensal do mais alto salário mínimo do país. 
        § 2º A atenuação do parágrafo anterior é igualmente aplicável no caso em que o criminoso, sendo primário, restitui a coisa ao seu dono ou repara o dano causado, antes de instaurada a ação penal. 
(Artigo 240, §§ 1º e 2º, do Decreto-lei 1.001/1969 - Código Penal 
",,FURTO,"['ABUSO DE CONFIANÇA', 'PEQUENO VALOR']",,,furt atenu
FURTO DE COISA COMUM,['DPE DIREITO PENAL'],,,FURTO,,,,furt de cois comum
FURTO DE COISA INSIGNIFICANTE,['DPE DIREITO PENAL'],,,,,,FURTO INSIGNIFICANTE,furt de cois insignific
FURTO DE PEQUENO VALOR,['DPE DIREITO PENAL'],,,,,,FURTO PRIVILEGIADO,furt de pequen val
FURTO DE USO,['DPE DIREITO PENAL'],,,FURTO,,,,furt de uso
FURTO FAMÉLICO,['DPE DIREITO PENAL'],,,FURTO,"['ESTADO DE NECESSIDADE', 'FURTO INSIGNIFICANTE', 'FURTO PRIVILEGIADO']",,,furt famel
FURTO INSIGNIFICANTE,['DPE DIREITO PENAL'],,,FURTO,"['FURTO FAMÉLICO', 'FURTO PRIVILEGIADO', 'INSIGNIFICÂNCIA', 'PRINCÍPIO DA INSIGNIFICÂNCIA']",FURTO DE COISA INSIGNIFICANTE,,furt insignific
FURTO PRIVILEGIADO,['DPE DIREITO PENAL'],,,FURTO,"['FURTO FAMÉLICO', 'FURTO INSIGNIFICANTE', 'PEQUENO VALOR']",FURTO DE PEQUENO VALOR,,furt privilegi
FURTO QUALIFICADO,['DPE DIREITO PENAL'],,,FURTO,"['ABUSO DE CONFIANÇA', 'ARROMBAMENTO', 'CHAVE FALSA', 'CHAVE VERDADEIRA', 'EMPREGO DE CHAVE FALSA', 'FORMAÇÃO DE QUADRILHA', 'ROUBO QUALIFICADO']",,,furt qualific
FURTO SIMPLES,['DPE DIREITO PENAL'],,,FURTO,,,,furt simpl
PECULATO-FURTO,"['DMI DIREITO MILITAR', 'DPE DIREITO PENAL']","

NOTA
""Peculato-furto se dá quando o funcionário público, embora não dispondo da posse do dinheiro, valor ou qualquer bem móvel pertencente à Administração Pública ou a particular, o subtrai, ou concorre para que outrem pratique a subtração, visando a proveito próprio ou alheio, e valendo-se, para tanto, da facilidade propiciada pela condição de funcionário"". (Prado, Luiz Régis. Curso de Direito Penal Brasileiro, Volume 3: parte especial: arts. 250 a 359-H. 6ª ed. ver., atual. e ampl. ¿ São Paulo: Editora Revista dos Tribunais, 2010
",,CRIME CONTRA A ADMINISTRAÇÃO PÚBLICA,"['CIRCUNSTÂNCIA ELEMENTAR', 'CONCORRÊNCIA', 'CONCURSO DE PESSOAS', 'CRIME DOLOSO', 'CRIME TENTADO', 'FUNCIONÁRIO', 'FUNCIONÁRIO PÚBLICO', 'MILITAR', 'PECULATO', 'POSSE E GUARDA', 'SUBTRAÇÃO', 'TERCEIRA PESSOA']",PECULATO IMPRÓPRIO,,peculato-furt
GARANTIA DA ORDEM PÚBLICA,"['DPE DIREITO PENAL', 'DPP DIREITO PROCESSUAL PENAL']",,,,"['CLÁUSULA ABERTA', 'PRISÃO PREVENTIVA', 'REITERAÇÃO DELITIVA']",,,garant da ord public
GARANTISMO PENAL,"['DPE DIREITO PENAL', 'DPP DIREITO PROCESSUAL PENAL']",,,,['PRINCÍPIO DA FRAGMENTARIEDADE'],,,garant penal
GENOCÍDIO,"['DIN DIREITO INTERNACIONAL', 'DPE DIREITO PENAL']",,,CRIME DE LESA-HUMANIDADE,"['CRIME CONTRA HUMANIDADE', 'CRIME ÚNICO', 'GRUPO ÉTNICO', 'GRUPO RACIAL', 'GUERRA']",,,genocidi
GERAÇÃO DE LEGISLAÇÃO CONTRA A LAVAGEM DE DINHEIRO,['DPE DIREITO PENAL'],,,,"['CRIME ANTECEDENTE', 'CRIME DE LAVAGEM DE DINHEIRO']",,,ger de legisl contr a lav de dinh
EMPREGADA GESTANTE,"['DPR DIREITO PREVIDENCIÁRIO', 'DTB DIREITO TRABALHISTA']",,,,"['BERÇÁRIO', 'GRAVIDEZ', 'LICENÇA MATERNIDADE', 'SALÁRIO-MATERNIDADE']",,,empreg gest
GESTANTE,"['DPE DIREITO PENAL', 'DTB DIREITO TRABALHISTA']",,,,"['ABORTO', 'ABORTO EUGÊNICO', 'ABORTO NECESSÁRIO', 'ABORTO PROVOCADO PELA GESTANTE', 'ABORTO PROVOCADO POR TERCEIRO', 'ABORTO QUALIFICADO', 'DEMISSÃO POR JUSTA CAUSA', 'DISPENSA ARBITRÁRIA', 'ESTABILIDADE PROVISÓRIA', 'MÃE', 'PERÍODO DE AMAMENTAÇÃO', 'REINTEGRAÇÃO', 'SALÁRIO-MATERNIDADE']",,,gest
LICENÇA À GESTANTE,"['DAD DIREITO ADMINISTRATIVO', 'DPR DIREITO PREVIDENCIÁRIO', 'DTB DIREITO TRABALHISTA']",,,,,,LICENÇA MATERNIDADE,licenc a gest
LICENÇA-GESTANTE,"['DAD DIREITO ADMINISTRATIVO', 'DPR DIREITO PREVIDENCIÁRIO', 'DTB DIREITO TRABALHISTA']",,,,,,LICENÇA MATERNIDADE,licenca-gest
SERVIDORA GESTANTE,['DAD DIREITO ADMINISTRATIVO'],,,,['LICENÇA MATERNIDADE'],,,serv gest
GESTÃO FRAUDULENTA,['DPE DIREITO PENAL'],,,,"['FRAUDE', 'GESTÃO', 'GESTÃO TEMERÁRIA', 'OCULTAÇÃO OU DESVIO DE BENS DA MASSA']",,,gest fraudulent
GESTÃO TEMERÁRIA,['DPE DIREITO PENAL'],"

NOTA
Parágrafo único do artigo 4º da Lei 7.492/1986
",,,"['CRIME CONTRA O SISTEMA FINANCEIRO', 'GESTÃO FRAUDULENTA']",,,gest temerar
GOLPE DO BILHETE PREMIADO,['DPE DIREITO PENAL'],,,ESTELIONATO,"['LOTERIA', 'LOTERIA ESPORTIVA', 'LOTERIA FEDERAL']",CONTO DO BILHETE PREMIADO,,golp do bilhet premi
AÇÃO DE REINTEGRAÇÃO DE POSSE,"['DAG DIREITO AGRÁRIO', 'DPC DIREITO PROCESSUAL CIVIL']",,,AÇÃO POSSESSÓRIA,"['ARRENDAMENTO RURAL', 'ESBULHO POSSESSÓRIO']",,,aca de reintegr de poss
CONSAGRAÇÃO,['MOD MODIFICADORES'],,,,,,,consagr
CONTRIBUIÇÃO PARA OS PROGRAMAS DE INTEGRAÇÃO SOCIAL E DE FORMAÇÃO DO PATRIMÔNIO DO SERVIDOR PÚBLICO,['DTR DIREITO TRIBUTÁRIO'],,,,,,CONTRIBUIÇÃO PARA OS PROGRAMAS DE INTEGRAÇÃO SOCIAL E DE FORMAÇÃO DO PATRIMÔNIO DO SERVIDOR PÚBLICO (PIS/PASEP),contribu par os program de integr soc e de form do patrimoni do serv public
CONTRIBUIÇÃO PARA OS PROGRAMAS DE INTEGRAÇÃO SOCIAL E DE FORMAÇÃO DO PATRIMÔNIO DO SERVIDOR PÚBLICO (PIS/PASEP),['DTR DIREITO TRIBUTÁRIO'],"

NOTA
Lei 9718/1998: "" Art. 2° As contribuições para o PIS/PASEP e a COFINS, devidas pelas pessoas jurídicas de direito privado, serão calculadas com base no seu faturamento, observadas a legislação vigente e as alterações introduzidas por esta Lei. "" (Vide Medida Provisória nº 2.158-35, de 200
",,CONTRIBUIÇÃO TRIBUTÁRIA,,CONTRIBUIÇÃO PARA OS PROGRAMAS DE INTEGRAÇÃO SOCIAL E DE FORMAÇÃO DO PATRIMÔNIO DO SERVIDOR PÚBLICO,,contribu par os program de integr soc e de form do patrimoni do serv public (pis/pasep)
FEDERALISMO DE INTEGRAÇÃO,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Caracterizado pela supremacia do Governo central (União Federal) sobre os entes federados (Estados e Municípios).
",,FEDERALISMO,['FEDERALISMO DE EQUILÍBRIO'],,,feder de integr
GRAÇA,"['DPE DIREITO PENAL', 'DPP DIREITO PROCESSUAL PENAL']",,,CAUSA DE EXTINÇÃO DA PUNIBILIDADE,['EXTINÇÃO DA PUNIBILIDADE'],,,grac
IMIGRAÇÃO,"['DIC DIREITO CIVIL', 'DIN DIREITO INTERNACIONAL']",,IMIGRAÇÃO ILEGAL,,"['ESTRANGEIRO DOMICILIADO NO BRASIL', 'LEI DE MIGRAÇÃO', 'PASSAPORTE']",,,imigr
IMIGRAÇÃO ILEGAL,"['DCT DIREITO CONSTITUCIONAL', 'DIC DIREITO CIVIL', 'DIN DIREITO INTERNACIONAL']",,,IMIGRAÇÃO,"['ESTRANGEIRO', 'VISTO DE ENTRADA']",,,imigr ileg
INTEGRAÇÃO,['MOD MODIFICADORES'],,,,,,,integr
INTEGRAÇÃO AO SALÁRIO,"['DAD DIREITO ADMINISTRATIVO', 'DTB DIREITO TRABALHISTA']",,,,['SALÁRIO'],,,integr ao salari
INTEGRAÇÃO LEGISLATIVA,['DCT DIREITO CONSTITUCIONAL'],,,,['LEGISLAÇÃO'],,,integr legisl
LEI DE MIGRAÇÃO,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Lei 13.445/2017: ""Art. 1o  Esta Lei dispõe sobre os direitos e os deveres do migrante e do visitante, regula a sua entrada e estada no País e estabelece princípios e diretrizes para as políticas públicas para o emigrante. ""
",,,"['EXTRADIÇÃO', 'IMIGRAÇÃO', 'REGULARIZAÇÃO MIGRATÓRIA']",,,lei de migr
MANDADO DE REINTEGRAÇÃO,['DPC DIREITO PROCESSUAL CIVIL'],,,MANDADO JUDICIAL,['REINTEGRAÇÃO DE POSSE'],,,mand de reintegr
PROGRAMA DE INTEGRAÇÃO NACIONAL (PIN),['DTR DIREITO TRIBUTÁRIO'],"

NOTA
Decreto-lei 1.106/1970 ""Art 1º É criado o Programa de Integração Nacional, com dotação de recursos no valor de Cr$ 2.000.000.000,00 (dois bilhões de cruzeiros), a serem constituídos nos exercícios financeiros de 1971 a 1974, inclusive, com a finalidade específica de financiar o plano de obras de infra-estrutura, nas regiões compreendidas nas áreas de atuação da SUDENE e da SUDAM e promover sua mais rápida integração à economia nacional.      (Vide Decreto-lei nº 1.243, de 1972
",,,,PIN,,program de integr nacion (pin)
PROGRAMA DE INTEGRAÇÃO SOCIAL,"['DCT DIREITO CONSTITUCIONAL', 'DTB DIREITO TRABALHISTA', 'DTR DIREITO TRIBUTÁRIO']",,,,,,PIS,program de integr soc
PROGRAMA DE INTEGRAÇÃO SOCIAL (PIS),"['DCT DIREITO CONSTITUCIONAL', 'DTB DIREITO TRABALHISTA', 'DTR DIREITO TRIBUTÁRIO']",,,,,,PIS,program de integr soc (pis)
PROJETO DE INTEGRAÇÃO,['NOC NOMES COMUNS'],,,PROJETO,,,,projet de integr
REGIME ESPECIAL DE REINTEGRAÇÃO DE VALORES TRIBUTÁRIOS PARA AS EMPRESAS EXPORTADORAS,['DTR DIREITO TRIBUTÁRIO'],,,,,,REGIME ESPECIAL DE REINTEGRAÇÃO DE VALORES TRIBUTÁRIOS PARA AS EMPRESAS EXPORTADORAS (REINTEGRA),regim espec de reintegr de val tribut par as empr export
REGIME ESPECIAL DE REINTEGRAÇÃO DE VALORES TRIBUTÁRIOS PARA AS EMPRESAS EXPORTADORAS (REINTEGRA),['DTR DIREITO TRIBUTÁRIO'],"

NOTA
""É instituído o Regime Especial de Reintegração de Valores Tributários para as Empresas Exportadoras (Reintegra), com o objetivo de reintegrar valores referentes a custos tributários federais residuais existentes nas suas cadeias de produção."" (Art. 1° da Lei 12.546/11
",,,,REGIME ESPECIAL DE REINTEGRAÇÃO DE VALORES TRIBUTÁRIOS PARA AS EMPRESAS EXPORTADORAS,,regim espec de reintegr de val tribut par as empr export (reintegra)
REINTEGRAÇÃO,"['DAD DIREITO ADMINISTRATIVO', 'DTB DIREITO TRABALHISTA']",,,,"['CARGO PÚBLICO', 'DEMISSÃO SEM JUSTA CAUSA', 'GESTANTE', 'INDENIZAÇÃO TRABALHISTA', 'PROVIMENTO DE CARGO PÚBLICO']",,,reintegr
REINTEGRAÇÃO DE POSSE,['DIC DIREITO CIVIL'],,,,"['MANDADO DE REINTEGRAÇÃO', 'OPOSIÇÃO COM ALEGAÇÃO DE DOMÍNIO', 'TURBAÇÃO']",,,reintegr de poss
REINTEGRAÇÃO SOCIAL,['DPE DIREITO PENAL'],,,,,,RESSOCIALIZAÇÃO,reintegr soc
GRAMPO TELEFÔNICO,['DPE DIREITO PENAL'],,,,,,,gramp telefon
GRAU DE ENVOLVIMENTO,['DPE DIREITO PENAL'],,,,"['ATIVIDADE CRIMINOSA', 'DOSIMETRIA DA PENA', 'GRAU MÍNIMO', 'ORGANIZAÇÃO CRIMINOSA', 'TRÁFICO DE DROGAS']",,,grau de envolv
GRAU MÍNIMO,['DPE DIREITO PENAL'],,GRAU,,"['GRAU DE CULPA', 'GRAU DE ENVOLVIMENTO', 'REDUÇÃO DA PENA']",,,grau min
GRAVIDADE ABSTRATA,"['DPE DIREITO PENAL', 'DPP DIREITO PROCESSUAL PENAL']","

NOTA
Gravidade da conduta teoricamente analisada.
",,GRAVIDADE DO CRIME,"['GRAVIDADE CONCRETA', 'PRISÃO PREVENTIVA']",GRAVIDADE EM ABSTRATO,,grav abstrat
GRAVIDADE CONCRETA,['DPE DIREITO PENAL'],"

NOTA
Gravidade aferida pelo modo de execução da conduta.
",,GRAVIDADE DO CRIME,['GRAVIDADE ABSTRATA'],GRAVIDADE EM CONCRETO,,grav concret
GRUPO DE EXTERMÍNIO,['DPE DIREITO PENAL'],,,,"['ASSOCIAÇÃO CRIMINOSA', 'CRIME DE EXTERMÍNIO', 'CRIME HEDIONDO', 'MILÍCIA PRIVADA', 'ORGANIZAÇÃO PARAMILITAR']",,,grup de extermini
GUERRA ÀS DROGAS,['DPE DIREITO PENAL'],,,,,,,guerr as drog
CONVENÇÃO PARA PROTEÇÃO DOS DIREITOS DO HOMEM E DAS LIBERDADES FUNDAMENTAIS,['INS INSTITUIÇÕES'],,,,,,CONVENÇÃO EUROPEIA DOS DIREITOS HUMANOS,convenc par protec do direit do hom e da liberdad fundament
DECLARAÇÃO DOS DIREITOS DO HOMEM E DO CIDADÃO,"['DCT DIREITO CONSTITUCIONAL', 'DIN DIREITO INTERNACIONAL']",,,,,,,declar do direit do hom e do cidad
DECLARAÇÃO UNIVERSAL DOS DIREITOS DO HOMEM,['DIN DIREITO INTERNACIONAL'],,,,,,DECLARAÇÃO UNIVERSAL DOS DIREITOS HUMANOS (DUDH),declar univers do direit do hom
HOMEM,"['DPE DIREITO PENAL', 'DPR DIREITO PREVIDENCIÁRIO']",,,,['MULHER'],,,hom
TRIBUNAL EUROPEU DOS DIREITOS DO HOMEM,['INS INSTITUIÇÕES'],,,,,,TRIBUNAL EUROPEU DOS DIREITOS HUMANOS,tribun europ do direit do hom
HOMICÍDIO,['DPE DIREITO PENAL'],,HOMICÍDIO CULPOSO,CRIME CONTRA A VIDA,"['DUPLO HOMICÍDIO', 'OMISSÃO DE SOCORRO']",ASSASSINATO,,homicidi
HOMICÍDIO CULPOSO,['DPE DIREITO PENAL'],,,CRIME CONTRA A VIDA,['ATROPELAMENTO'],,,homicidi culp
HOMICÍDIO CULPOSO NA DIREÇÃO DE VEÍCULO AUTOMOTOR,['DAD DIREITO ADMINISTRATIVO'],,,,"['CÓDIGO DE TRÂNSITO BRASILEIRO', 'DIREÇÃO DE VEÍCULO', 'EMBRIAGUEZ AO VOLANTE', 'LESÃO CORPORAL CULPOSA NA DIREÇÃO DE VEÍCULO AUTOMOTOR']",,,homicidi culp na direc de veicul automo
HOMICÍDIO PRIVILEGIADO,['DPE DIREITO PENAL'],,,HOMICÍDIO,['VIOLENTA EMOÇÃO'],,,homicidi privilegi
HOMICÍDIO QUALIFICADO,['DPE DIREITO PENAL'],,,CRIME CONTRA A VIDA,"['EMBOSCADA', 'EXECUTOR DO CRIME', 'QUALIFICADORA DA SURPRESA', 'RECURSO QUE DIFICULTOU A DEFESA DO OFENDIDO', 'RECURSO QUE TORNOU IMPOSSÍVEL A DEFESA DO OFENDIDO']",,,homicidi qualific
HONRA,"['DIC DIREITO CIVIL', 'DPE DIREITO PENAL']",,HONRA OBJETIVA,,"['CRIME CONTRA A HONRA', 'INVESTIGAÇÃO DE PATERNIDADE']",,,honr
HONRA OBJETIVA,['DIC DIREITO CIVIL'],,,HONRA,,,,honr obje
HONRA SUBJETIVA,['DIC DIREITO CIVIL'],,,HONRA,,,,honr subje
HOSPITAL DE CUSTÓDIA,"['DPE DIREITO PENAL', 'DPP DIREITO PROCESSUAL PENAL']","

NOTA
Art. 99. O Hospital de Custódia e Tratamento Psiquiátrico 
destina-se aos inimputáveis e semi-imputáveis referidos no 
artigo 26 e seu parágrafo único do Código Penal.
 Parágrafo único. Aplica-se ao hospital, no que couber, o 
disposto no parágrafo único, do artigo 88, desta Lei.
(Lei 7.210/1984 - Lei de Execução Penal).
",,ESTABELECIMENTO PENAL,['ESTABELECIMENTO PSIQUIÁTRICO'],,,hospit de custod
ABUSIVIDADE,['MOD MODIFICADORES'],,,,,,ABUSO,abusiv
AÇÃO DE CONTROLE ABSTRATO DE CONSTITUCIONALIDADE,['DCT DIREITO CONSTITUCIONAL'],,,,['AÇÃO DE CONTROLE CONCENTRADO DE CONSTITUCIONALIDADE'],,,aca de control abstrat de constitucional
AÇÃO DE CONTROLE CONCENTRADO DE CONSTITUCIONALIDADE,['DCT DIREITO CONSTITUCIONAL'],,AÇÃO DECLARATÓRIA DE CONSTITUCIONALIDADE,,['AÇÃO DE CONTROLE ABSTRATO DE CONSTITUCIONALIDADE'],,,aca de control concentr de constitucional
AÇÃO DE INVESTIGAÇÃO DE PATERNIDADE,['DPC DIREITO PROCESSUAL CIVIL'],,,,"['DEFENSORIA PÚBLICA', 'DIREITO À INTIMIDADE', 'DIREITO INDISPONÍVEL', 'EXAME DE DNA', 'FILHO ILEGÍTIMO', 'FILIAÇÃO ILEGÍTIMA', 'LEGITIMIDADE EXTRAORDINÁRIA', 'PATERNIDADE', 'PRESCRIÇÃO TRINTENÁRIA', 'PRINCÍPIO DA DIGNIDADE DA PESSOA HUMANA', 'RECONHECIMENTO DE PATERNIDADE', 'RECONHECIMENTO VOLUNTÁRIO']",,,aca de investig de patern
AÇÃO DE RESPONSABILIDADE CIVIL,['DPC DIREITO PROCESSUAL CIVIL'],,,,['AÇÃO CIVIL'],,,aca de respons civil
AÇÃO DECLARATÓRIA DE CONSTITUCIONALIDADE,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Ação de competência originária do STF que tem como objetivo a declaração de conformidade de uma lei ou ato normativo federal autônomo (não regulamentar) com a Constituição Federal.

- Artigo 102, I, ""a"", da CF/1988.
- Artigos 13 a 21 da Lei 9868/1999.
- Artigo 101 do RISTF.
",,AÇÃO DE CONTROLE CONCENTRADO DE CONSTITUCIONALIDADE,"['AÇÃO DIRETA DE INCONSTITUCIONALIDADE', 'CONSTITUCIONALIDADE', 'DECRETO AUTÔNOMO', 'INCONSTITUCIONALIDADE', 'PERTINÊNCIA TEMÁTICA', 'PROCESSO OBJETIVO']",,,aca declarator de constitucional
AÇÃO DIRETA DE INCONSTITUCIONALIDADE,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
- Ação de competência originária do STF que tem por objetivo a declaração de inconstitucionalidade de uma lei ou ato normativo federal ou estadual.

-  Artigo 102, I, ""a"", da CF/1988.
-  Artigo 2º a 12 da Lei 9868/1999.
-  Artigos 101 e 169 a 178 do RISTF
",AÇÃO DIRETA DE INCONSTITUCIONALIDADE POR OMISSÃO,AÇÃO DE CONTROLE CONCENTRADO DE CONSTITUCIONALIDADE,"['AÇÃO DECLARATÓRIA DE CONSTITUCIONALIDADE', 'ASSOCIAÇÃO DE ASSOCIAÇÕES', 'ATO NORMATIVO', 'COMPETÊNCIA ORIGINÁRIA', 'CONSTITUCIONALIDADE', 'CONTROLE ABSTRATO PREVENTIVO', 'CONTROLE CONCENTRADO', 'DECLARAÇÃO DE INCONSTITUCIONALIDADE COM REDUÇÃO DE TEXTO', 'DECLARAÇÃO DE INCONSTITUCIONALIDADE SEM REDUÇÃO DE TEXTO', 'DECRETO AUTÔNOMO', 'INCONSTITUCIONALIDADE', 'LEI INCONSTITUCIONAL', 'PERTINÊNCIA TEMÁTICA', 'PROCESSO CIVIL', 'PROCESSO OBJETIVO']",,,aca diret de inconstitucional
AÇÃO DIRETA DE INCONSTITUCIONALIDADE INTERVENTIVA,['DCT DIREITO CONSTITUCIONAL'],,,,,,REPRESENTAÇÃO INTERVENTIVA,aca diret de inconstitucional interven
